1748535534236	-0.915902	-0.061410	0.204449	-0.366211	16.235352	2.014160
1748535534247	-0.892686	-0.086123	0.493524	32.470703	24.780273	-3.051758
1748535534257	-0.902422	-0.050176	0.175991	155.517578	60.974121	-35.339355
1748535534266	-0.996783	-0.050925	0.169251	19.775391	9.948730	-3.845215
1748535534276	-1.002774	-0.053921	0.167004	-10.437012	-2.868652	2.868652
1748535534285	-1.005021	-0.052423	0.164009	0.061035	0.549316	0.976562
1748535534294	-1.004272	-0.052423	0.163260	0.488281	0.610352	0.915527
1748535534304	-1.002774	-0.052423	0.164009	0.549316	0.488281	0.854492
1748535534314	-1.005021	-0.051674	0.159515	0.488281	0.366211	1.037598
1748535534324	-1.002025	-0.053921	0.161013	0.488281	0.427246	1.098633
1748535534334	-1.005769	-0.053172	0.162511	0.427246	0.305176	0.976562
1748535534343	-1.006518	-0.049427	0.161762	0.427246	0.488281	1.037598
1748535534353	-1.005021	-0.053921	0.161013	0.366211	0.366211	1.220703
1748535534363	-1.005021	-0.055418	0.158766	0.427246	0.366211	1.220703
1748535534373	-1.004272	-0.055418	0.157268	0.488281	0.305176	1.220703
1748535534383	-1.002774	-0.052423	0.156520	0.488281	0.305176	0.915527
1748535534393	-1.005769	-0.055418	0.158017	0.549316	0.244141	1.037598
1748535534403	-1.003523	-0.053921	0.158017	0.671387	0.244141	0.976562
1748535534413	-1.007267	-0.052423	0.156520	0.732422	0.305176	1.220703
1748535534424	-1.005021	-0.053921	0.158017	0.671387	0.488281	1.220703
1748535534433	-1.005769	-0.052423	0.156520	0.610352	0.488281	1.098633
1748535534443	-1.005021	-0.058414	0.160264	0.488281	0.549316	0.976562
1748535534452	-1.005769	-0.053921	0.155022	0.671387	0.610352	0.915527
1748535534462	-1.005769	-0.055418	0.152775	0.610352	0.427246	0.976562
1748535534471	-1.006518	-0.056167	0.154273	0.793457	0.305176	1.037598
1748535534481	-1.007267	-0.052423	0.159515	0.610352	0.427246	1.037598
1748535534491	-1.008016	-0.050925	0.156520	0.671387	0.427246	1.098633
1748535534501	-1.006518	-0.054670	0.160264	0.488281	0.427246	0.976562
1748535534510	-1.005021	-0.051674	0.158017	0.427246	0.305176	1.037598
1748535534520	-1.003523	-0.051674	0.159515	0.305176	0.427246	0.976562
1748535534529	-1.004272	-0.051674	0.159515	0.732422	0.305176	1.037598
1748535534539	-1.007267	-0.053172	0.161013	0.732422	0.488281	1.098633
1748535534549	-1.007267	-0.050176	0.156520	0.549316	0.488281	1.159668
1748535534559	-1.007267	-0.052423	0.159515	0.549316	0.305176	1.159668
1748535534569	-1.005021	-0.056167	0.155771	0.671387	0.427246	1.220703
1748535534579	-1.008016	-0.057665	0.158017	0.732422	0.549316	1.098633
1748535534589	-1.008016	-0.055418	0.158766	0.793457	0.427246	1.037598
1748535534599	-1.006518	-0.054670	0.157268	0.732422	0.610352	0.976562
1748535534608	-1.002774	-0.054670	0.155022	0.671387	0.732422	0.793457
1748535534618	-1.009514	-0.054670	0.159515	0.732422	0.671387	0.671387
1748535534628	-1.002774	-0.051674	0.157268	0.854492	0.732422	0.915527
1748535534638	-1.005021	-0.055418	0.153524	0.976562	0.915527	0.854492
1748535534646	-1.004272	-0.053172	0.161013	0.976562	0.915527	0.854492
1748535534657	-1.005021	-0.051674	0.161013	0.793457	0.854492	0.854492
1748535534667	-1.005021	-0.052423	0.161762	0.793457	0.915527	0.976562
1748535534676	-1.004272	-0.052423	0.161013	0.671387	0.671387	1.037598
1748535534686	-1.008765	-0.051674	0.163260	0.671387	0.671387	0.976562
1748535534695	-1.005021	-0.053172	0.162511	0.793457	0.549316	1.037598
1748535534705	-1.003523	-0.053172	0.158017	0.793457	0.488281	1.098633
1748535534715	-1.006518	-0.052423	0.161762	0.915527	0.488281	1.220703
1748535534725	-1.005021	-0.051674	0.156520	0.793457	0.671387	1.159668
1748535534735	-1.005021	-0.052423	0.157268	0.732422	0.610352	1.098633
1748535534745	-1.002774	-0.053172	0.160264	0.854492	0.610352	1.037598
1748535534755	-1.005769	-0.052423	0.160264	0.854492	0.671387	1.037598
1748535534765	-1.005021	-0.052423	0.162511	0.915527	0.671387	1.098633
1748535534775	-1.011012	-0.056167	0.164757	1.159668	0.610352	1.037598
1748535534785	-1.006518	-0.051674	0.171498	1.281738	0.427246	1.159668
1748535534795	-1.000527	-0.040440	0.156520	1.403809	0.488281	1.342773
1748535534805	-1.004272	-0.053172	0.157268	0.549316	0.427246	1.342773
1748535534815	-1.006518	-0.054670	0.161762	0.915527	0.488281	1.342773
1748535534825	-1.002774	-0.053172	0.158766	1.098633	0.671387	1.281738
1748535534835	-1.002025	-0.053172	0.154273	1.037598	0.793457	1.281738
1748535534845	-1.004272	-0.059163	0.155771	0.793457	1.159668	1.281738
1748535534855	-1.007267	-0.058414	0.155022	0.854492	1.098633	1.281738
1748535534865	-1.004272	-0.055418	0.158766	1.037598	0.976562	1.281738
1748535534874	-1.001276	-0.055418	0.159515	1.220703	1.281738	1.159668
1748535534884	-1.006518	-0.057665	0.159515	1.342773	1.281738	1.098633
1748535534894	-1.006518	-0.055418	0.162511	1.403809	1.281738	0.976562
1748535534904	-1.007267	-0.053921	0.161762	1.342773	1.342773	0.854492
1748535534914	-1.005021	-0.053172	0.161013	1.159668	1.220703	1.037598
1748535534924	-1.000527	-0.055418	0.161762	0.915527	1.342773	1.037598
1748535534934	-1.005769	-0.054670	0.160264	1.037598	1.525879	1.037598
1748535534944	-1.008016	-0.056916	0.159515	0.976562	1.464844	1.098633
1748535534953	-1.007267	-0.057665	0.165506	0.793457	1.464844	0.915527
1748535534963	-1.005769	-0.052423	0.162511	0.976562	1.586914	0.915527
1748535534973	-1.002025	-0.050925	0.165506	1.159668	1.464844	1.037598
1748535534983	-1.005769	-0.050925	0.162511	1.159668	1.403809	0.976562
1748535534991	-1.003523	-0.051674	0.163260	1.159668	1.403809	0.976562
1748535535001	-1.005769	-0.053172	0.167753	0.854492	1.281738	1.220703
1748535535011	-1.008016	-0.052423	0.167753	0.915527	1.281738	1.281738
1748535535021	-1.006518	-0.051674	0.166255	0.610352	0.976562	1.220703
1748535535030	-1.000527	-0.054670	0.167753	0.488281	1.098633	1.281738
1748535535040	-1.004272	-0.055418	0.165506	0.366211	1.037598	1.403809
1748535535050	-1.008765	-0.057665	0.166255	0.427246	0.976562	1.342773
1748535535060	-1.005769	-0.056167	0.164009	0.854492	1.037598	1.220703
1748535535070	-1.003523	-0.056916	0.163260	0.793457	0.915527	1.098633
1748535535080	-1.003523	-0.056916	0.164009	0.671387	1.037598	1.037598
1748535535090	-1.005769	-0.053172	0.166255	0.671387	1.220703	1.037598
1748535535100	-1.006518	-0.057665	0.161013	0.671387	0.854492	0.976562
1748535535109	-1.005769	-0.053921	0.164757	0.793457	0.915527	1.037598
1748535535119	-1.005021	-0.055418	0.164757	0.549316	0.976562	1.098633
1748535535129	-1.003523	-0.058414	0.166255	0.549316	0.793457	1.159668
1748535535139	-1.003523	-0.053921	0.167004	0.549316	0.915527	1.098633
1748535535149	-1.006518	-0.056167	0.169251	0.549316	0.610352	1.159668
1748535535159	-1.001276	-0.053921	0.170000	0.732422	1.037598	1.159668
1748535535169	-1.002025	-0.053172	0.167753	0.610352	0.793457	1.037598
1748535535179	-1.004272	-0.057665	0.165506	0.671387	0.610352	0.976562
1748535535189	-1.003523	-0.059163	0.167004	0.671387	0.610352	1.037598
1748535535199	-1.005021	-0.054670	0.170000	0.549316	0.732422	1.098633
1748535535209	-1.007267	-0.053172	0.166255	0.671387	0.793457	0.915527
1748535535219	-1.008016	-0.056167	0.167004	0.732422	0.488281	1.159668
1748535535229	-1.001276	-0.056167	0.164757	0.671387	0.488281	1.037598
1748535535239	-1.000527	-0.054670	0.164757	0.549316	0.549316	1.281738
1748535535249	-1.010263	-0.051674	0.168502	0.610352	0.488281	1.281738
1748535535259	-1.006518	-0.056916	0.167753	0.488281	0.488281	1.159668
1748535535269	-1.005769	-0.053921	0.165506	0.366211	0.427246	1.403809
1748535535279	-1.002025	-0.057665	0.165506	0.244141	0.305176	1.342773
1748535535289	-1.004272	-0.056916	0.170000	0.366211	0.244141	1.281738
1748535535299	-1.000527	-0.053921	0.167753	0.427246	0.122070	1.159668
1748535535309	-1.004272	-0.056916	0.167004	0.305176	0.183105	1.220703
1748535535319	-1.005021	-0.059163	0.166255	0.366211	0.244141	1.281738
1748535535329	-1.001276	-0.055418	0.166255	0.183105	0.244141	1.220703
1748535535339	-1.004272	-0.056916	0.163260	0.305176	0.305176	1.159668
1748535535349	-1.005769	-0.059912	0.167004	0.183105	0.183105	1.159668
1748535535359	-1.005021	-0.057665	0.166255	0.305176	0.244141	0.976562
1748535535369	-1.005769	-0.055418	0.168502	0.366211	0.244141	1.098633
1748535535379	-1.002774	-0.055418	0.170000	0.305176	-0.061035	1.098633
1748535535389	-1.004272	-0.063656	0.167004	0.366211	0.000000	0.976562
1748535535399	-1.007267	-0.055418	0.164009	0.305176	-0.061035	1.037598
1748535535409	-1.005769	-0.049427	0.166255	0.671387	-0.122070	0.976562
1748535535419	-1.005021	-0.046432	0.167753	0.366211	-0.061035	1.037598
1748535535429	-1.002025	-0.052423	0.166255	-0.427246	-0.183105	1.342773
1748535535439	-1.008765	-0.059163	0.164757	-0.183105	-0.305176	1.159668
1748535535449	-1.005021	-0.053172	0.167004	0.427246	-0.244141	1.037598
1748535535459	-1.003523	-0.050925	0.166255	0.488281	-0.183105	0.976562
1748535535469	-1.002774	-0.050925	0.167753	0.000000	-0.244141	1.098633
1748535535478	-1.002774	-0.052423	0.164757	-0.183105	-0.366211	1.159668
1748535535488	-1.006518	-0.056916	0.162511	-0.427246	-0.427246	1.098633
1748535535498	-1.008016	-0.058414	0.165506	0.122070	-0.366211	1.098633
1748535535508	-1.008016	-0.057665	0.161013	0.305176	-0.305176	0.976562
1748535535518	-1.005021	-0.053921	0.162511	0.244141	-0.488281	0.915527
1748535535528	-1.003523	-0.058414	0.163260	0.122070	-0.427246	0.915527
1748535535538	-1.001276	-0.055418	0.164009	0.427246	-0.244141	0.854492
1748535535548	-1.004272	-0.058414	0.166255	0.061035	-0.183105	0.915527
1748535535558	-1.005769	-0.056167	0.159515	0.183105	-0.183105	0.854492
1748535535568	-1.005021	-0.055418	0.163260	0.122070	-0.183105	0.854492
1748535535578	-1.003523	-0.054670	0.161013	0.122070	-0.122070	0.915527
1748535535588	-1.005021	-0.056167	0.162511	0.305176	0.000000	0.854492
1748535535597	-1.006518	-0.054670	0.164757	0.488281	0.244141	0.732422
1748535535605	-1.006518	-0.052423	0.164009	0.488281	0.244141	0.732422
1748535535616	-1.010263	-0.054670	0.162511	0.488281	0.183105	0.976562
1748535535626	-1.008016	-0.054670	0.158017	0.427246	0.122070	0.915527
1748535535636	-1.005769	-0.055418	0.162511	0.305176	0.122070	0.915527
1748535535646	-1.007267	-0.053172	0.161013	0.366211	0.183105	1.037598
1748535535656	-1.005021	-0.053921	0.161013	0.366211	0.183105	1.037598
1748535535666	-1.005021	-0.056916	0.160264	0.549316	0.244141	1.098633
1748535535674	-1.005021	-0.056916	0.160264	0.366211	0.244141	1.037598
1748535535684	-1.003523	-0.052423	0.161762	0.549316	0.244141	1.098633
1748535535694	-1.000527	-0.056167	0.166255	0.549316	0.305176	1.220703
1748535535704	-1.004272	-0.056916	0.164757	0.427246	0.366211	1.098633
1748535535714	-1.000527	-0.057665	0.165506	0.549316	0.366211	1.098633
1748535535724	-1.007267	-0.056916	0.166255	0.793457	0.671387	1.220703
1748535535734	-1.005021	-0.052423	0.162511	0.671387	0.610352	1.220703
1748535535744	-1.005769	-0.053172	0.160264	0.610352	0.366211	1.220703
1748535535753	-1.005021	-0.054670	0.166255	0.549316	0.244141	1.403809
1748535535762	-1.004272	-0.060661	0.167004	0.488281	0.244141	1.464844
1748535535772	-1.005769	-0.057665	0.164009	0.549316	0.427246	1.159668
1748535535782	-1.008016	-0.053172	0.162511	0.488281	0.366211	1.281738
1748535535792	-0.999778	-0.053172	0.161762	0.549316	0.366211	1.403809
1748535535802	-1.002774	-0.053921	0.163260	0.427246	0.305176	1.403809
1748535535812	-1.005021	-0.057665	0.161762	0.305176	0.427246	1.342773
1748535535822	-1.007267	-0.055418	0.161013	0.610352	0.549316	1.342773
1748535535832	-1.003523	-0.056167	0.162511	0.671387	0.610352	1.464844
1748535535842	-1.005769	-0.059163	0.161762	0.671387	0.915527	1.342773
1748535535852	-1.005021	-0.059912	0.161762	0.793457	0.915527	1.281738
1748535535862	-1.005769	-0.056916	0.161762	0.732422	0.976562	1.220703
1748535535872	-1.005021	-0.055418	0.164757	0.854492	0.976562	1.220703
1748535535882	-1.007267	-0.056916	0.162511	0.915527	0.976562	1.403809
1748535535892	-1.002774	-0.059163	0.164009	0.793457	0.976562	1.403809
1748535535902	-1.005021	-0.060661	0.164757	0.549316	0.854492	1.403809
1748535535912	-1.005769	-0.059912	0.164757	0.732422	0.976562	1.403809
