9,1748522912,>Ax:-1.01
9,1748522912,>Ay:0.03
10,1748522912,>Az:-0.00
12,1748522912,>Gx:0.67
12,1748522912,>Gy:0.49
13,1748522912,>Gz:0.55
25,1748522912,>Ax:-1.01
25,1748522912,>Ay:0.03
26,1748522912,>Az:-0.00
28,1748522912,>Gx:0.49
29,1748522912,>Gy:0.18
29,1748522912,>Gz:0.67
41,1748522912,>Ax:-1.01
41,1748522912,>Ay:0.03
42,1748522912,>Az:-0.00
44,1748522912,>Gx:0.92
45,1748522912,>Gy:0.37
45,1748522912,>Gz:0.73
57,1748522912,>Ax:-1.01
57,1748522912,>Ay:0.03
58,1748522912,>Az:-0.00
60,1748522912,>Gx:0.55
60,1748522912,>Gy:0.43
61,1748522912,>Gz:0.61
73,1748522912,>Ax:-1.01
73,1748522912,>Ay:0.03
74,1748522912,>Az:-0.00
76,1748522912,>Gx:0.31
76,1748522912,>Gy:0.55
77,1748522912,>Gz:0.73
89,1748522912,>Ax:-1.01
89,1748522912,>Ay:0.02
90,1748522912,>Az:-0.00
92,1748522912,>Gx:0.31
93,1748522912,>Gy:0.61
93,1748522912,>Gz:0.73
105,1748522912,>Ax:-1.01
105,1748522912,>Ay:0.02
106,1748522912,>Az:0.00
108,1748522912,>Gx:0.12
108,1748522912,>Gy:0.55
109,1748522912,>Gz:0.92
121,1748522912,>Ax:-1.02
121,1748522912,>Ay:0.03
122,1748522912,>Az:-0.00
124,1748522912,>Gx:0.43
124,1748522912,>Gy:0.49
125,1748522912,>Gz:0.85
137,1748522912,>Ax:-1.01
137,1748522912,>Ay:0.03
138,1748522912,>Az:-0.00
140,1748522912,>Gx:0.49
141,1748522912,>Gy:0.37
141,1748522912,>Gz:0.79
153,1748522912,>Ax:-1.02
153,1748522912,>Ay:0.03
154,1748522912,>Az:-0.00
156,1748522912,>Gx:0.49
157,1748522912,>Gy:0.43
157,1748522912,>Gz:0.79
169,1748522912,>Ax:-1.01
169,1748522912,>Ay:0.03
170,1748522912,>Az:-0.00
172,1748522912,>Gx:0.00
173,1748522912,>Gy:0.43
173,1748522912,>Gz:0.92
185,1748522912,>Ax:-1.01
185,1748522912,>Ay:0.02
186,1748522912,>Az:0.00
188,1748522912,>Gx:0.06
188,1748522912,>Gy:0.43
189,1748522912,>Gz:0.98
201,1748522912,>Ax:-1.01
201,1748522912,>Ay:0.02
202,1748522912,>Az:-0.00
204,1748522912,>Gx:0.49
204,1748522912,>Gy:0.43
205,1748522912,>Gz:0.79
217,1748522912,>Ax:-1.01
217,1748522912,>Ay:0.03
218,1748522912,>Az:-0.00
220,1748522912,>Gx:0.12
221,1748522912,>Gy:0.24
221,1748522912,>Gz:0.98
233,1748522912,>Ax:-1.01
233,1748522912,>Ay:0.03
234,1748522912,>Az:-0.00
236,1748522912,>Gx:0.67
236,1748522912,>Gy:0.31
237,1748522912,>Gz:0.98
249,1748522912,>Ax:-1.01
249,1748522912,>Ay:0.03
250,1748522912,>Az:-0.00
252,1748522912,>Gx:0.55
253,1748522912,>Gy:0.24
253,1748522912,>Gz:0.98
265,1748522912,>Ax:-1.01
265,1748522912,>Ay:0.03
266,1748522912,>Az:-0.01
268,1748522912,>Gx:0.55
269,1748522912,>Gy:0.31
269,1748522912,>Gz:0.92
281,1748522912,>Ax:-1.01
281,1748522912,>Ay:0.03
282,1748522912,>Az:-0.00
284,1748522912,>Gx:-0.18
285,1748522912,>Gy:0.18
285,1748522912,>Gz:1.04
297,1748522912,>Ax:-1.02
297,1748522912,>Ay:0.03
298,1748522912,>Az:-0.00
300,1748522912,>Gx:0.37
301,1748522912,>Gy:0.18
301,1748522912,>Gz:1.04
313,1748522912,>Ax:-1.02
313,1748522912,>Ay:0.03
314,1748522912,>Az:-0.00
316,1748522912,>Gx:0.43
316,1748522912,>Gy:0.06
317,1748522912,>Gz:0.98
329,1748522912,>Ax:-1.01
329,1748522912,>Ay:0.03
330,1748522912,>Az:-0.01
332,1748522912,>Gx:0.85
333,1748522912,>Gy:0.12
333,1748522912,>Gz:0.85
345,1748522912,>Ax:-1.01
345,1748522912,>Ay:0.03
346,1748522912,>Az:-0.01
348,1748522912,>Gx:1.22
349,1748522912,>Gy:0.12
349,1748522912,>Gz:1.04
361,1748522912,>Ax:-1.01
361,1748522912,>Ay:0.03
362,1748522912,>Az:-0.01
364,1748522912,>Gx:0.55
364,1748522912,>Gy:0.37
365,1748522912,>Gz:1.22
377,1748522912,>Ax:-1.01
377,1748522913,>Ay:0.03
378,1748522913,>Az:-0.01
380,1748522913,>Gx:-0.06
381,1748522913,>Gy:0.55
381,1748522913,>Gz:1.34
393,1748522913,>Ax:-1.02
393,1748522913,>Ay:0.03
394,1748522913,>Az:-0.01
396,1748522913,>Gx:-0.18
397,1748522913,>Gy:0.55
397,1748522913,>Gz:1.28
409,1748522913,>Ax:-1.02
409,1748522913,>Ay:0.03
410,1748522913,>Az:-0.01
412,1748522913,>Gx:-0.06
413,1748522913,>Gy:0.85
413,1748522913,>Gz:1.16
425,1748522913,>Ax:-1.01
425,1748522913,>Ay:0.02
426,1748522913,>Az:-0.00
428,1748522913,>Gx:0.00
429,1748522913,>Gy:0.85
429,1748522913,>Gz:1.16
441,1748522913,>Ax:-1.01
441,1748522913,>Ay:0.02
442,1748522913,>Az:-0.00
444,1748522913,>Gx:0.49
444,1748522913,>Gy:0.73
445,1748522913,>Gz:1.46
457,1748522913,>Ax:-1.01
457,1748522913,>Ay:0.03
458,1748522913,>Az:-0.01
460,1748522913,>Gx:0.55
461,1748522913,>Gy:0.61
461,1748522913,>Gz:1.04
473,1748522913,>Ax:-1.01
473,1748522913,>Ay:0.02
474,1748522913,>Az:-0.01
476,1748522913,>Gx:0.37
476,1748522913,>Gy:0.85
477,1748522913,>Gz:1.40
489,1748522913,>Ax:-1.01
489,1748522913,>Ay:0.03
490,1748522913,>Az:-0.00
492,1748522913,>Gx:0.00
492,1748522913,>Gy:0.85
493,1748522913,>Gz:1.40
505,1748522913,>Ax:-1.01
505,1748522913,>Ay:0.03
506,1748522913,>Az:0.00
508,1748522913,>Gx:0.00
508,1748522913,>Gy:0.85
509,1748522913,>Gz:1.40
521,1748522913,>Ax:-1.01
521,1748522913,>Ay:0.03
522,1748522913,>Az:-0.00
524,1748522913,>Gx:0.61
524,1748522913,>Gy:0.79
525,1748522913,>Gz:1.40
537,1748522913,>Ax:-1.01
537,1748522913,>Ay:0.03
538,1748522913,>Az:-0.01
540,1748522913,>Gx:0.55
541,1748522913,>Gy:0.85
541,1748522913,>Gz:1.28
553,1748522913,>Ax:-1.01
553,1748522913,>Ay:0.03
554,1748522913,>Az:-0.00
556,1748522913,>Gx:0.24
556,1748522913,>Gy:0.92
557,1748522913,>Gz:1.28
569,1748522913,>Ax:-1.01
569,1748522913,>Ay:0.02
570,1748522913,>Az:-0.00
572,1748522913,>Gx:0.43
573,1748522913,>Gy:0.67
573,1748522913,>Gz:1.59
585,1748522913,>Ax:-1.02
585,1748522913,>Ay:0.03
586,1748522913,>Az:0.00
588,1748522913,>Gx:0.55
588,1748522913,>Gy:0.73
589,1748522913,>Gz:1.40
601,1748522913,>Ax:-1.02
601,1748522913,>Ay:0.02
602,1748522913,>Az:-0.00
604,1748522913,>Gx:0.61
604,1748522913,>Gy:0.67
