10,1748522428,>Ax:-0.97
11,1748522428,>Ay:-0.20
11,1748522428,>Az:0.22
13,1748522428,>Gx:0.79
14,1748522428,>Gy:0.00
14,1748522428,>Gz:0.67
26,1748522428,>Ax:-0.97
26,1748522428,>Ay:-0.21
27,1748522428,>Az:0.22
29,1748522428,>Gx:0.79
30,1748522428,>Gy:0.55
30,1748522428,>Gz:0.92
42,1748522428,>Ax:-0.97
43,1748522428,>Ay:-0.20
43,1748522428,>Az:0.22
45,1748522428,>Gx:0.98
46,1748522428,>Gy:0.49
46,1748522428,>Gz:0.79
58,1748522428,>Ax:-0.97
59,1748522428,>Ay:-0.20
59,1748522428,>Az:0.23
61,1748522428,>Gx:0.85
62,1748522428,>Gy:0.49
62,1748522428,>Gz:0.85
74,1748522428,>Ax:-0.97
75,1748522428,>Ay:-0.20
75,1748522428,>Az:0.22
77,1748522428,>Gx:0.67
78,1748522428,>Gy:0.79
78,1748522428,>Gz:0.79
90,1748522428,>Ax:-0.97
91,1748522428,>Ay:-0.20
91,1748522428,>Az:0.22
93,1748522428,>Gx:1.53
94,1748522428,>Gy:0.61
94,1748522428,>Gz:0.73
106,1748522428,>Ax:-0.97
107,1748522428,>Ay:-0.20
107,1748522428,>Az:0.23
109,1748522428,>Gx:0.61
110,1748522428,>Gy:0.73
110,1748522428,>Gz:0.67
122,1748522428,>Ax:-0.97
123,1748522428,>Ay:-0.21
123,1748522428,>Az:0.22
125,1748522428,>Gx:0.85
126,1748522428,>Gy:0.55
126,1748522428,>Gz:0.55
138,1748522428,>Ax:-0.97
139,1748522428,>Ay:-0.20
139,1748522428,>Az:0.22
141,1748522428,>Gx:0.67
142,1748522428,>Gy:0.49
142,1748522428,>Gz:0.73
154,1748522428,>Ax:-0.97
155,1748522428,>Ay:-0.20
155,1748522428,>Az:0.22
158,1748522428,>Gx:0.55
158,1748522428,>Gy:0.37
158,1748522428,>Gz:0.79
170,1748522428,>Ax:-0.97
170,1748522428,>Ay:-0.20
171,1748522428,>Az:0.23
173,1748522428,>Gx:0.31
174,1748522428,>Gy:0.43
174,1748522428,>Gz:0.92
186,1748522428,>Ax:-0.97
187,1748522428,>Ay:-0.20
187,1748522428,>Az:0.23
189,1748522428,>Gx:0.67
190,1748522428,>Gy:0.37
190,1748522428,>Gz:0.79
202,1748522428,>Ax:-0.97
203,1748522428,>Ay:-0.21
203,1748522428,>Az:0.22
205,1748522428,>Gx:1.22
206,1748522428,>Gy:0.37
206,1748522428,>Gz:0.61
218,1748522428,>Ax:-0.97
219,1748522428,>Ay:-0.20
