11,1748524352,>Ax:-1.00
12,1748524352,>Ay:0.02
12,1748524352,>Az:0.13
15,1748524352,>Gx:-1.04
15,1748524352,>Gy:0.79
16,1748524352,>Gz:-0.43
27,1748524352,>Ax:-1.01
28,1748524352,>Ay:0.02
28,1748524352,>Az:0.13
31,1748524352,>Gx:-1.53
31,1748524352,>Gy:0.37
32,1748524352,>Gz:-0.73
43,1748524352,>Ax:-1.00
44,1748524352,>Ay:0.02
44,1748524352,>Az:0.13
47,1748524352,>Gx:-1.22
47,1748524352,>Gy:0.37
48,1748524352,>Gz:-0.67
60,1748524352,>Ax:-1.00
61,1748524352,>Ay:0.02
61,1748524352,>Az:0.13
64,1748524352,>Gx:-0.98
64,1748524352,>Gy:0.37
65,1748524352,>Gz:-0.61
77,1748524352,>Ax:-1.00
78,1748524352,>Ay:0.02
78,1748524352,>Az:0.12
81,1748524352,>Gx:-0.92
81,1748524352,>Gy:0.79
82,1748524352,>Gz:-0.49
93,1748524352,>Ax:-1.00
94,1748524352,>Ay:0.02
94,1748524352,>Az:0.13
97,1748524352,>Gx:-0.12
97,1748524352,>Gy:1.16
98,1748524352,>Gz:-0.24
109,1748524352,>Ax:-1.00
110,1748524352,>Ay:0.03
110,1748524352,>Az:0.13
112,1748524352,>Gx:0.61
113,1748524352,>Gy:1.77
114,1748524352,>Gz:0.06
125,1748524352,>Ax:-1.01
126,1748524352,>Ay:0.03
126,1748524352,>Az:0.13
129,1748524352,>Gx:0.92
129,1748524352,>Gy:2.20
130,1748524352,>Gz:0.06
141,1748524352,>Ax:-1.01
142,1748524352,>Ay:0.03
142,1748524352,>Az:0.13
144,1748524352,>Gx:0.55
145,1748524352,>Gy:2.14
146,1748524352,>Gz:0.06
157,1748524352,>Ax:-1.00
158,1748524352,>Ay:0.02
158,1748524352,>Az:0.14
160,1748524352,>Gx:0.85
161,1748524352,>Gy:1.89
162,1748524352,>Gz:0.12
173,1748524352,>Ax:-1.00
174,1748524352,>Ay:0.02
174,1748524352,>Az:0.14
176,1748524352,>Gx:0.55
177,1748524352,>Gy:1.77
178,1748524352,>Gz:0.12
189,1748524352,>Ax:-1.00
190,1748524352,>Ay:0.02
